"StrongsID","Definition","Exegesis","Language","Pronunciation","Transliteration","Unicode"
"H1333","<item>1) (Piel) to cut,  cut up,  cut off,  cut down</item>       ","a primitive root;","heb","baw-thak'","""b�thaq"" ","""??????"" "
"H1334","<item>1) to cut in two</item><item>1a) (Qal) to cut in two</item><item>1b) (Piel) to cut in two</item>       ","a primitive root,","heb","baw-thar'","""b�thar"" ","""??????"" "
"H1335","<item>1) part,  piece</item><item>1a) of the parts of an animal cut in half for a sacrifice</item>       ","from <w lemma=""??????"" POS=""baw-thar'"" src=""1334"" xlit=""b�thar""/>;","heb","beh'-ther","""bether"" ","""??????"" "
"H1336","<item>Bether = ""cleft""</item><item>1) a mountainous region in Palestine,  site unknown</item>       ","the same as <w lemma=""??????"" POS=""beh'-ther"" src=""1335"" xlit=""bether""/>;","x-pn","beh'-ther","""Bether"" ","""??????"" "
"H1337","<item>Bath-rabbim = ""daughter of multitudes""</item><item>1) the city of Heshbon or one of its gates</item>       ","from <w lemma=""????"" POS=""bath"" src=""1323"" xlit=""bath""/> and a masculine plural from <w lemma=""???"" POS=""rab"" src=""7227"" xlit=""rab""/>;","heb","bath rab-beem'","""Bath Rabb�ym"" ","""???? ???????"" "
"H1338","<item>Bithron = ""division"" or ""cleft"" or ""ravine""</item><item>1) a territory or district in the Jordan valley east of the Jordan</item>       ","from <w lemma=""??????"" POS=""baw-thar'"" src=""1334"" xlit=""b�thar""/>; (with the article) the craggy spot;","x-pn","bith-rone'","""Bithr�wn"" ","""?????????"" "
"H1339","<item>Bath-sheba = ""daughter of an oath""</item><item>1) the wife of Uriah whom David had murdered,  having had adulterous relations with her; subsequently wife of David and mother of Solomon, Shimea,  Shobab,  and Nathan</item>       ","from <w lemma=""????"" POS=""bath"" src=""1323"" xlit=""bath""/> and <w lemma=""??????"" POS=""sheh'-bah"" src=""7651"" xlit=""sheba?""/> (in the sense of <w lemma=""??????"" POS=""shaw-bah'"" src=""7650"" xlit=""sh�ba?""/>); daughter of an oath;","x-pn","bath-sheh'-bah","""Bath-Sheba?"" ","""???????????"" "
"H134","<item>1) base,  pedestal,  socket (strong,  firm)</item><item>1a) pedestals of gold on which marble pillars were set</item><item>1b) pedestals of the earth,  foundation of the earth</item><item>1c) pedestals,  bases,  or sockets on which tabernacle stood</item>       ","from the same as <w lemma=""??????"" POS=""aw-done'"" src=""113"" xlit=""'�d�wn""/> (in the sense of strength);","heb","eh'-den","""'eden"" ","""?????"" "
"H1340","<item>Bath-shua = ""daughter of wealth""</item><item>1) the wife of Uriah whom David had murdered,  having had adulterous relations with her; subsequently wife of David and mother of Solomon, Shimea,  Shobab,  and Nathan (alternate spelling to 'Bathsheba')</item><item>2) wife of Judah</item>       ","from <w lemma=""????"" POS=""bath"" src=""1323"" xlit=""bath""/> and <w lemma=""??????"" POS=""sho'-ah"" src=""7771"" xlit=""sh�wa?""/>; daughter of wealth;  the same as <w lemma=""???????????"" POS=""bath-sheh'-bah"" src=""1339"" xlit=""Bath-Sheba?""/>","x-pn","bath-shoo'-ah","""Bath-Sh�wa?"" ","""???????????"" "
"H1341","<item>1) proud</item>       ","for <w lemma=""??????"" POS=""gay-eh'"" src=""1343"" xlit=""g�'eh""/>;","heb","gay'","""g�'"" ","""????"" "
"H1342","<item>1) to rise up,  grow up,  be exalted in triumph</item><item>1a) (Qal)</item><item>1a1) to rise up</item><item>1a2) to grow up</item><item>1a3) to be lifted up,  be raised up,  be exalted</item>       ","a primitive root;","heb","gaw-aw'","""g�'�h"" ","""??????"" "
"H1343","<item>1) proud</item>       ","from <w lemma=""??????"" POS=""gaw-aw'"" src=""1342"" xlit=""g�'�h""/>;","heb","gay-eh'","""g�'eh"" ","""??????"" "
"H1344","<item>1) pride</item>       ","feminine from <w lemma=""??????"" POS=""gaw-aw'"" src=""1342"" xlit=""g�'�h""/>;","heb","gay-aw'","""g�'�h"" ","""??????"" "
"H1345","<item>Geuel = ""majesty of God""</item><item>1) the Gadite chosen to spy out the land,  son of Machi</item>       ","from <w lemma=""??????"" POS=""gaw-aw'"" src=""1342"" xlit=""g�'�h""/> and <w lemma=""???"" POS=""ale"" src=""410"" xlit=""'�l""/>; majesty of God;","x-pn","gheh-oo-ale'","""G?'�w'�l"" ","""?????????"" "
"H1346","<item>1) pride,  majesty,  a rising up</item><item>1a) a rising up, swelling (of the sea)</item><item>1b) majesty (of Israel)</item><item>1c) pride,  haughtiness</item>       ","from <w lemma=""??????"" POS=""gaw-aw'"" src=""1342"" xlit=""g�'�h""/>;","heb","gah-av-aw'","""ga'av�h"" ","""????????"" "
"H1347","<item>1) exaltation,  majesty,  pride</item><item>1a) majesty,  exaltation,  excellence</item><item>1a1) of nations</item><item>1a2) of God</item><item>1a3) of the Jordan</item><item>1b) pride,  arrogance (bad sense)</item>       ","from <w lemma=""??????"" POS=""gaw-aw'"" src=""1342"" xlit=""g�'�h""/>; the same as <w lemma=""????????"" POS=""gah-av-aw'"" src=""1346"" xlit=""ga'av�h""/><note type=""x-typo"">xlit ga?av�h corrected to <catchWord>ga'av�h</catchWord>","heb","gaw-ohn'","""g�'�wn"" ","""???????"" "
"H1348","<item>1) majesty</item><item>1a) a rising up (of column of smoke)</item><item>1b) a swelling (of sea)</item><item>1c) majesty (of God)</item><item>1d) pride</item>       ","from <w lemma=""??????"" POS=""gaw-aw'"" src=""1342"" xlit=""g�'�h""/>; the same as <w lemma=""????????"" POS=""gah-av-aw'"" src=""1346"" xlit=""ga'av�h""/><note type=""x-typo"">xlit ga?av�h corrected to <catchWord>ga'av�h</catchWord>","heb","gay-ooth'","""g�'�wth"" ","""???????"" "
"H1349","<item>1) proud</item>       ","from <w lemma=""??????"" POS=""gaw-aw'"" src=""1342"" xlit=""g�'�h""/>;","heb","gah-ah-yone'","""ga'ay�wn"" ","""?????????"" "
"H135","<item>Addan = ""strong, firm""</item><item>1) place in Babylon,  from which exiles returned</item>       ","intensive from the same as <w lemma=""?????"" POS=""eh'-den"" src=""134"" xlit=""'eden""/>; firm;","x-pn","ad-dawn'","""'Add�n"" ","""??????"" "
"H1350","<item>1) to redeem,  act as kinsman-redeemer,  avenge,  revenge,  ransom,  do the part of a kinsman</item><item>1a) (Qal)</item><item>1a1) to act as kinsman,  do the part of next of kin,  act as kinsman-redeemer</item><item>1a1a) by marrying brother's widow to beget a child for him, to redeem from slavery,  to redeem land,  to exact vengeance</item><item>1a2) to redeem (by payment)</item><item>1a3) to redeem (with God as subject)</item><item>1a3a) individuals from death</item><item>1a3b) Israel from Egyptian bondage</item><item>1a3c) Israel from exile</item><item>1b) (Niphal)</item><item>1b1) to redeem oneself</item><item>1b2) to be redeemed</item>       ","a primitive root, to redeem (according to the Oriental law of kinship), i.e.","heb","gaw-al'","""g�'al"" ","""??????"" "
"H1351","<item>1) to defile,  pollute,  desecrate</item><item>1a) (Niphal) to be defiled,  be polluted</item><item>1b) (Piel) to pollute,  desecrate</item><item>1c)(Pual) to be desecrated (of removal from priesthood)</item><item>1d) (Hiphil) to pollute,  stain</item><item>1e) (Hithpael) to defile oneself</item>       ","a primitive root, (rather identified with <w lemma=""??????"" POS=""gaw-al'"" src=""1350"" xlit=""g�'al""/>, through the idea of freeing, i.e. repudiating);","heb","gaw-al'","""g�'al"" ","""??????"" "
"H1352","<item>1) defilement,  defiling</item>       ","from <w lemma=""??????"" POS=""gaw-al'"" src=""1351"" xlit=""g�'al""/>;","heb","go'-el","""g�'el"" ","""??????"" "
"H1353","<item>1) kindred,  redemption,  right of redemption,  price of redemption</item><item>1a) kin,  kindred</item><item>1b) redemption</item><item>1c) right of redemption</item><item>1d) price of redemption,  redemption price</item>       ","feminine passive participle of <w lemma=""??????"" POS=""gaw-al'"" src=""1350"" xlit=""g�'al""/>;","heb","gheh-ool-law'","""g?'ull�h"" ","""?????????"" "
"H1354","<item>1) convex surface,  back</item><item>1a) back (of man)</item><item>1b) mound (for illicit worship)</item><item>1c) boss (convex projection of shield)</item><item>1d) bulwarks,  breastworks (of arguments-fig.)</item><item>1e) brow,  eyebrow</item><item>1f) rim (of wheel)</item>       ","from an unused root meaning to hollow or curve; (compare <w lemma=""????"" POS=""gave"" src=""1460"" xlit=""g�v""/> and <w lemma=""?????"" POS=""goof"" src=""1479"" xlit=""g�wph""/>)","heb","gab","""gab"" ","""???"" "
"H1355","<item>1) back or side</item>       ","(Aramaic) corresponding to <w lemma=""???"" POS=""gab"" src=""1354"" xlit=""gab""/>","arc","gab","""gab"" ","""????"" "
"H1356","<item>1) pit,  trench,  ditch,  beam,  rafter</item><item>1a) pit,  trench</item><item>1b) beam,  rafter</item>       ","from <w lemma=""?????"" POS=""goob"" src=""1461"" xlit=""g�wb""/>;","heb","gabe","""g�b"" ","""????"" "
"H1357","<item>1) locust</item>       ","probably from <w lemma=""?????"" POS=""goob"" src=""1461"" xlit=""g�wb""/> (compare <w lemma=""?????"" POS=""gobe"" src=""1462"" xlit=""g�wb""/>);","heb","gabe","""g�b"" ","""????"" "
"H1358","<item>1) pit,  den (of lions)</item>       ","(Aramaic) from a root corresponding to <w lemma=""?????"" POS=""goob"" src=""1461"" xlit=""g�wb""/>;","arc","gobe","""g�b"" ","""????"" "
"H1359","<item>Gob = ""cistern""</item><item>1) a place which was the scene of two encounters between David's warriors and the Philistines (also '""Gezer')</item>       ","or (fully) <w lemma=""?????"" POS=""gobe'"" xlit=""G�wb""/>; from <w lemma=""?????"" POS=""goob"" src=""1461"" xlit=""g�wb""/>; pit;","x-pn","gobe","""G�b"" ","""????"" "
"H136","<item>1) my lord,  lord</item><item>1a) of men</item><item>1b) of God</item><item>2) Lord-title,  spoken in place of Yahweh in Jewish display of reverence</item>       ","an emphatic form of <w lemma=""??????"" POS=""aw-done'"" src=""113"" xlit=""'�d�wn""/>;","heb","ad-o-noy'","""'Ad�n�y"" ","""???????"" "
"H1360","<item>1) cistern,  pool</item><item>1a) cistern</item><item>1b) pool,  marsh</item>       ","from an unused root meaning probably to collect;","heb","geh'-beh","""gebe'"" ","""??????"" "
"H1361","<item>1) to be high,  be exalted</item><item>1a) (Qal)</item><item>1a1) to be high,  lofty,  tall</item><item>1a2) to be exalted</item><item>1a3) to be lofty</item><item>1a3a) to be lofty (of Jehovah's ways-good sense)</item><item>1a3b) to be haughty,  be arrogant (bad sense)</item><item>1b) (Hiphil) to make high,  exalt</item>       ","a primitive root;","heb","gaw-bah'","""g�bahh"" ","""???????"" "
"H1362","<item>1) high,  proud</item><item>1a) high,  lofty,  tall</item><item>1b) exalted in station</item><item>1c) haughty,  proud</item>       ","from <w lemma=""???????"" POS=""gaw-bah'"" src=""1361"" xlit=""g�bahh""/>;","heb","gaw-bawh'","""g�b�hh"" ","""???????"" "
"H1363","<item>1) height,  exaltation</item><item>1a) height</item><item>1b) exaltation,  grandeur</item><item>1c) haughtiness</item>       ","from <w lemma=""???????"" POS=""gaw-bah'"" src=""1361"" xlit=""g�bahh""/>;","heb","go'-bah","""g�bahh"" ","""???????"" "
"H1364","<item>adj</item><item>1) high,  exalted</item><item>1a) high,  tall</item><item>1b) high (in position)</item><item>1c) proud,  haughty</item><item>n m</item><item>2) loftiness</item>       ","or <w lemma=""?????????"" POS=""gawbo'-ah"" xlit=""g�b�wahh""/>; (fully) from <w lemma=""???????"" POS=""gaw-bah'"" src=""1361"" xlit=""g�bahh""/>;","heb","gaw-bo'-ah","""g�b�ahh"" ","""????????"" "
"H1365","<item>1) haughtiness</item>       ","from <w lemma=""???????"" POS=""gaw-bah'"" src=""1361"" xlit=""g�bahh""/>;","heb","gab-hooth'","""gabh�wth"" ","""?????????"" "
"H1366","<item>1) border,  territory</item><item>1a) border</item><item>1b) territory (enclosed within boundary)</item><item>1c) region,  territory (of darkness) (fig.)</item>       ","or <w lemma=""??????"" POS=""gheb-ool'"" xlit=""g?bul""/>; (shortened) from <w lemma=""??????"" POS=""gaw-bal'"" src=""1379"" xlit=""g�bal""/>;","heb","gheb-ool'","""g?b�wl"" ","""???????"" "
"H1367","<item>1) border,  boundary</item>       ","or <w lemma=""????????"" POS=""gheb-oo-law'"" xlit=""g?bul�h""/>; (shortened) feminine of <w lemma=""???????"" POS=""gheb-ool'"" src=""1366"" xlit=""g?b�wl""/>;","heb","gheb-oo-law'","""g?b�wl�h"" ","""?????????"" "
"H1368","<item>adj</item><item>1) strong,  mighty</item><item>n m</item><item>2) strong man,  brave man,  mighty man</item>       ","or <w lemma=""???????"" POS=""ghibbore'"" xlit=""gibb�r""/>; (shortened) intensive from the same as <w lemma=""??????"" POS=""gheh'-ber"" src=""1397"" xlit=""geber""/>;","heb","ghib-bore'","""gibb�wr"" ","""????????"" "
"H1369","<item>1) strength,  might</item><item>1a) strength</item><item>1b) might,  valour, bravery</item><item>1c) might,  mighty deeds (of God)</item>       ","feminine passive participle from the same as <w lemma=""????????"" POS=""ghib-bore'"" src=""1368"" xlit=""gibb�wr""/>;","heb","gheb-oo-raw'","""g?b�wr�h"" ","""?????????"" "
"H137","<item>Adoni-Bezek = ""my lord is Besek""</item><item>1) king of the Canaanite city of Bezek,  killed by Israelites</item>       ","from <w lemma=""??????"" POS=""aw-done'"" src=""113"" xlit=""'�d�wn""/> and <w lemma=""??????"" POS=""beh'-zak"" src=""966"" xlit=""Bezeq""/>; lord of Bezek;","x-pn","ad-o''-nee-beh'-zek","""'Ad�n�y-Bezeq"" ","""?????????????"" "
"H1370","<item>1) might</item>       ","(Aramaic) corresponding to <w lemma=""?????????"" POS=""gheb-oo-raw'"" src=""1369"" xlit=""g?b�wr�h""/>;","arc","gheb-oo-raw'","""g?b�wr�h"" ","""?????????"" "
"H1371","<item>1) to be high,  bald (in the forehead),  having a bald forehead</item>       ","from an unused root meaning to be high (in the forehead);","heb","ghib-bay'-akh","""gibb�ach"" ","""????????"" "
"H1372","<item>1) bald forehead,  bald,  a bare spot</item>       ","from the same as <w lemma=""????????"" POS=""ghib-bay'-akh"" src=""1371"" xlit=""gibb�ach""/>;","heb","gab-bakh'-ath","""gabbachath"" ","""?????????"" "
"H1373","<item>Gabbai = ""my back""</item><item>1) the head of an important Benjamite family living in Jerusalem in the time of Nehemiah</item>       ","from the same as <w lemma=""???"" POS=""gab"" src=""1354"" xlit=""gab""/>; collective","x-pn","gab-bah'ee","""Gabbay"" ","""???????"" "
"H1374","<item>Gebim = ""cisterns""</item><item>1) a village north of Jerusalem apparently between Anathoth (modern Anata) and the ridge on which Nob was situated</item>       ","plural of <w lemma=""????"" POS=""gabe"" src=""1356"" xlit=""g�b""/>; cisterns;","x-pn","gay-beem'","""G�b�ym"" ","""???????"" "
"H1375","<item>1) cup,  bowl</item>       ","from an unused root (meaning to be convex);","heb","gheb-ee'-ah","""g?b�ya?"" ","""????????"" "
"H1376","<item>1) lord,  ruler</item>       ","from <w lemma=""??????"" POS=""gaw-bar'"" src=""1396"" xlit=""g�bar""/>;","heb","gheb-eer'","""g?b�yr"" ","""???????"" "
"H1377","<item>1) queen,  lady</item><item>2) queen-mother</item>       ","feminine of <w lemma=""???????"" POS=""gheb-eer'"" src=""1376"" xlit=""g?b�yr""/>;","heb","gheb-ee-raw'","""g?b�yr�h"" ","""?????????"" "
"H1378","<item>1) crystal</item>       ","from an unused root (probably meaning to freeze);","heb","gaw-beesh'","""g�b�ysh"" ","""????????"" "
"H1379","<item>1) to bound,  border</item><item>1a) (Qal) to bound,  border</item><item>1b) (Hiphil) to set bounds,  set bounds for</item>       ","a primitive root; also as a denominative from <w lemma=""???????"" POS=""gheb-ool'"" src=""1366"" xlit=""g?b�wl""/>","heb","gaw-bal'","""g�bal"" ","""??????"" "
"H138","<item>Adonijah = ""my lord is Jehovah""</item><item>1) fourth son of David and Solomon's rival for the throne</item><item>2) Levite sent by Jehoshaphat to teach the Law</item><item>3) a chief of the people who co-operated with Nehemiah</item>       ","original (prolonged) <w lemma=""????????????"" POS=""ad-o-nee-yaw'-hoo"" xlit=""'Ad�n�y�h�w""/> ; from <w lemma=""??????"" POS=""aw-done'"" src=""113"" xlit=""'�d�wn""/> and <w lemma=""????"" POS=""yaw"" src=""3050"" xlit=""Y�hh""/>; lord (i.e. worshipper) of Jah;","x-pn","ad-o-nee-yaw'","""'Ad�n�y�h"" ","""??????????"" "
"H1380","<item>Gebal = ""mountain""</item><item>1) a maritime town of Phoenicia near Tyre (modern 'Jebeil') known to the Greeks as 'Byblus'</item>       ","from <w lemma=""??????"" POS=""gaw-bal'"" src=""1379"" xlit=""g�bal""/> (in the sense of a chain of hills); a mountain;","x-pn","gheb-al'","""G?bal"" ","""??????"" "
"H1381","<item>Gebal = ""a boundary""</item><item>1) a mountainous area south of the Dead Sea</item>       ","the same as <w lemma=""??????"" POS=""gheb-al'"" src=""1380"" xlit=""G?bal""/>;","x-pn","gheb-awl'","""G?b�l"" ","""??????"" "
"H1382","<item>Giblites = ""a boundary""</item><item>1) inhabitants of Gebal</item>       ","; patrial from <w lemma=""??????"" POS=""gheb-al'"" src=""1380"" xlit=""G?bal""/>;","x-pn","ghib-lee'","""Gibl�y"" ","""????????"" "
"H1383","<item>1) a twisting</item>       ","from <w lemma=""??????"" POS=""gaw-bal'"" src=""1379"" xlit=""g�bal""/>;","heb","gab-looth'","""gabluth"" ","""????????"" "
"H1384","<item>1) hump-backed,  crook-backed</item>       ","from an unused root meaning to be arched or contracted;","heb","gib-bane'","""gibb�n"" ","""???????"" "
"H1385","<item>1) cheese,  curd</item>       ","feminine from the same as <w lemma=""???????"" POS=""gib-bane'"" src=""1384"" xlit=""gibb�n""/>;","heb","gheb-ee-naw'","""g?bin�h"" ","""????????"" "
"H1386","<item>1) peak,  rounded summit,  a mountain peak</item>       ","from the same as <w lemma=""???????"" POS=""gib-bane'"" src=""1384"" xlit=""gibb�n""/>;","heb","gab-nohn'","""gabn�n"" ","""????????"" "
"H1387","<item>Gaba or Geba or Gibeah = ""hill""</item><item>1) a city in Benjamin,  modern 'Jeba',   which stands on the top of a steep terraced hill,  six miles or ten kilometres north east of Jerusalem and three miles or five kilometres from Gibeah,  on the edge of the Wadi Suweinit looking northward to the opposite village of ancient Michmash,  modern 'Mukhmas'</item>       ","from the same as <w lemma=""????????"" POS=""gheb-ee'-ah"" src=""1375"" xlit=""g?b�ya?""/>, a hillock;","x-pn","gheh'-bah","""Geba?"" ","""??????"" "
"H1388","<item>Gibea = ""hill""</item><item>1) son of Sheva and grandson of Caleb (a son of Caleb)</item>       ","by permutation for <w lemma=""????????"" POS=""ghib-aw'"" src=""1389"" xlit=""gib?�h""/>; a hill;","x-pn","ghib-aw'","""Gib?�'"" ","""????????"" "
"H1389","<item>1) hill</item><item>1a) hill (lower than a mountain)</item><item>1b) as a place of illicit worship</item><item>1c) poetic for mountain</item><item>1d) used in place names</item>       ","feminine from the same as <w lemma=""??????"" POS=""gheh'-bah"" src=""1387"" xlit=""Geba?""/>;","heb","ghib-aw'","""gib?�h"" ","""????????"" "
"H139","<item>Adoni-zedek = ""my lord is righteous""</item><item>1) Canaanite king slain by Joshua</item>       ","from <w lemma=""??????"" POS=""aw-done'"" src=""113"" xlit=""'�d�wn""/> and <w lemma=""?????"" POS=""tseh'-dek"" src=""6664"" xlit=""tsedeq""/>; lord of justice;","x-pn","ad-o''-nee-tseh'-dek","""'Ad�n�y-Tsedeq"" ","""?????????????"" "
"H1390","<item>Gibeah = ""hill""</item><item>1) a city in the mountain district of Judah</item><item>2) a city of Benjamin,  birthplace of king Saul</item><item>3) a city in Kirjath-jearim of Ephraim</item>       ","the same as <w lemma=""????????"" POS=""ghib-aw'"" src=""1389"" xlit=""gib?�h""/>;","x-pn","ghib-aw'","""Gib?�h"" ","""????????"" "
"H1391","<item>Gibeon = ""hill city""</item><item>1) a Levitical city of Benjamin,  modern 'el-Jib',   which lies 5 miles or 8 km from Jerusalem</item>       ","from the same as <w lemma=""??????"" POS=""gheh'-bah"" src=""1387"" xlit=""Geba?""/>; hilly;","x-pn","ghib-ohn'","""Gib?�wn"" ","""?????????"" "
"H1392","<item>1) bud</item>       ","prolonged from <w lemma=""????????"" POS=""gheb-ee'-ah"" src=""1375"" xlit=""g?b�ya?""/>;","heb","ghib-ole'","""gib?�l"" ","""????????"" "
"H1393","<item>Gibeonite = ""little hill: hilly""</item><item>1) an inhabitant of Gibeon</item>       ","patrial from <w lemma=""?????????"" POS=""ghib-ohn'"" src=""1391"" xlit=""Gib?�wn""/>;","x-pn","ghib-o-nee'","""Gib?�n�y"" ","""??????????"" "
"H1394","<item>Gibeath = ""hill""</item><item>1) a city of Benjamin</item>       ","from the same as <w lemma=""????????"" POS=""gheb-ee'-ah"" src=""1375"" xlit=""g?b�ya?""/>; hilliness;","x-pn","ghib-ath'","""Gib?ath"" ","""????????"" "
"H1395","<item>Gibeathite = ""hilliness""</item><item>1) an inhabitant of Gibeah</item>       ","patrial from <w lemma=""????????"" POS=""ghib-aw'"" src=""1390"" xlit=""Gib?�h""/>;","x-pn","ghib-aw-thee'","""Gib?�th�y"" ","""??????????"" "
"H1396","<item>1) to prevail,  have strength,  be strong,  be powerful,  be mighty,  be great</item><item>1a) (Qal)</item><item>1a1) to be strong,  mighty</item><item>1a2) to prevail</item><item>1b) (Piel) to make strong,  strengthen</item><item>1c) (Hiphil)</item><item>1c1) to confirm,  give strength</item><item>1c2) to confirm (a covenant)</item><item>1d) (Hithpael)</item><item>1d1) to show oneself mighty</item><item>1d2) to act proudly (toward God)</item>       ","a primitive root;","heb","gaw-bar'","""g�bar"" ","""??????"" "
"H1397","<item>1) man,  strong man,  warrior (emphasising strength or ability to fight)</item>       ","from <w lemma=""??????"" POS=""gaw-bar'"" src=""1396"" xlit=""g�bar""/>;","heb","gheh'-ber","""geber"" ","""??????"" "
"H1398","<item>Geber = ""warrior""</item><item>1) the son of Uri,  an officer of Solomon,  overseer of Gilead</item>       ","the same as <w lemma=""??????"" POS=""gheh'-ber"" src=""1397"" xlit=""geber""/>;","x-pn","gheh'-ber","""Geber"" ","""??????"" "
"H1399","<item>1) man,  man (of uprightness)</item>       ","from <w lemma=""??????"" POS=""gaw-bar'"" src=""1396"" xlit=""g�bar""/>; the same as <w lemma=""??????"" POS=""gheh'-ber"" src=""1397"" xlit=""geber""/>;","heb","gheb-ar'","""g?bar"" ","""??????"" "
"H14","<item>1) to be willing,  consent</item><item>1a) (Qal)</item><item>1a1) to be willing</item><item>1a2) to consent,  yield to,  accept</item><item>1a3) to desire</item>       ","a primitive root;","heb","aw-baw'","""'�b�h"" ","""?????"" "
"H140","<item>Adonikam = ""my lord arose""</item><item>1) the head of an Israelite clan who returned from exile</item>       ","from <w lemma=""??????"" POS=""aw-done'"" src=""113"" xlit=""'�d�wn""/> and <w lemma=""????"" POS=""koom"" src=""6965"" xlit=""q�wm""/>; lord of rising (i.e. high);","x-pn","ad-o-nee-kawm'","""'Ad�n�yq�m"" ","""??????????"" "
"H1400","<item>1) a man,  a certain (one)</item>       ","(Aramaic) corresponding to <w lemma=""??????"" POS=""gheb-ar'"" src=""1399"" xlit=""g?bar""/>","arc","gheb-ar'","""g?bar"" ","""??????"" "
"H1401","<item>1) mighty one,  might</item>       ","(Aramaic) intensive of <w lemma=""??????"" POS=""gheb-ar'"" src=""1400"" xlit=""g?bar""/>;","arc","ghib-bawr'","""gibb�r"" ","""???????"" "
"H1402","<item>Gibbar = ""the valiant""</item><item>1) a head of a family of returning exiles under Zerubbabel</item>       ","intensive of <w lemma=""??????"" POS=""gheb-ar'"" src=""1399"" xlit=""g?bar""/>;","x-pn","ghib-bawr'","""Gibb�r"" ","""???????"" "
"H1403","<item>Gabriel = ""warrior of God"" or ""man of God""</item><item>1) an archangel; the angel God used to send messages of great importance to man; sent to Daniel,  to Zacharias,  and to Mary</item>       ","from <w lemma=""??????"" POS=""gheh'-ber"" src=""1397"" xlit=""geber""/> and <w lemma=""???"" POS=""ale"" src=""410"" xlit=""'�l""/>; man of God;","x-pn","gab-ree-ale'","""Gabr�y'�l"" ","""???????????"" "
"H1404","<item>1) lady,  queen</item><item>2) mistress (of servants)</item>       ","feminine of <w lemma=""???????"" POS=""gheb-eer'"" src=""1376"" xlit=""g?b�yr""/>;","heb","gheb-eh'-reth","""g?bereth"" ","""????????"" "
"H1405","<item>Gibbethon = ""mound""</item><item>1) a Philistine town in Dan allocated to the Kohathite Levites</item>       ","intensive from <w lemma=""????????"" POS=""ghib-aw'"" src=""1389"" xlit=""gib?�h""/>; a hilly spot;","x-pn","ghib-beth-one'","""Gibb?th�wn"" ","""??????????"" "
"H1406","<item>1) roof,  top,  housetop</item><item>1a) roof (of house)</item><item>1b) top (of altar of incense)</item>       ","probably by reduplication from <w lemma=""??????"" POS=""gaw-aw'"" src=""1342"" xlit=""g�'�h""/>;","heb","gawg","""g�g"" ","""????"" "
"H1407","<item>1) coriander-a plant the seed of which resembles manna</item>       ","from <w lemma=""??????"" POS=""gaw-dad'"" src=""1413"" xlit=""g�dad""/> (in the sense of cutting);","heb","gad","""gad"" ","""????"" "
"H1408","<item>Gad = ""god of fortune""</item><item>1) a Babylonian deity</item>       ","a variation of <w lemma=""????"" POS=""gawd"" src=""1409"" xlit=""g�d""/>;","x-pn","gad","""Gad"" ","""????"" "
"H1409","<item>1) fortune,  good fortune</item>       ","from <w lemma=""?????"" POS=""goode"" src=""1464"" xlit=""g�wd""/> (in the sense of distributing);","heb","gawd","""g�d"" ","""????"" "
"H141","<item>Adoniram = ""my lord is exalted""</item><item>1) one of Solomon's officers</item>       ","from <w lemma=""??????"" POS=""aw-done'"" src=""113"" xlit=""'�d�wn""/> and <w lemma=""????"" POS=""room"" src=""7311"" xlit=""r�wm""/>; lord of height;","x-pn","ad-o-nee-rawm'","""'Ad�n�yr�m"" ","""??????????"" "
"H1410","<item>Gad = ""troop""</item><item>1) seventh son of Jacob by Zilpah,  Leah's handmaid,  and full brother of Asher.</item><item>2) the tribe descended from Gad</item><item>3) a prophet during the time of David; appears to have joined David when in the hold; reappears in connection with the punishment for taking a census; also assisted in the arrangements for the musical service of the ""house of God""</item>       ","from <w lemma=""?????"" POS=""goode"" src=""1464"" xlit=""g�wd""/>;","x-pn","gawd","""G�d"" ","""????"" "
"H1411","<item>1) treasurer</item>       ","(Aramaic) corresponding to <w lemma=""?????????"" POS=""ghiz-bawr'"" src=""1489"" xlit=""gizb�r""/>;","arc","ghed-aw-bawr'","""g?d�b�r"" ","""????????"" "
"H1412","<item>Gudgodah = ""the slashing place""</item><item>1) a station or stopping place of Israel in the wilderness wanderings</item>       ","by reduplication from <w lemma=""??????"" POS=""gaw-dad'"" src=""1413"" xlit=""g�dad""/> (in the sense of cutting) cleft;","x-pn","gud-go'-daw","""Gudg�d�h"" ","""???????????"" "
"H1413","<item>1) to penetrate,  cut,  attack,  invade</item><item>1a) (Qal) to penetrate,  cut into</item><item>1b)(Hithpoel)</item><item>1b1) to cut oneself</item><item>1b2) to gather in troops or crowds</item>       ","a primitive root (compare <w lemma=""?????"" POS=""goode"" src=""1464"" xlit=""g�wd""/>);","heb","gaw-dad'","""g�dad"" ","""??????"" "
"H1414","<item>1) to cut down,  hew down</item>       ","(Aramaic) corresponding to <w lemma=""??????"" POS=""gaw-dad'"" src=""1413"" xlit=""g�dad""/>;","arc","ghed-ad'","""g?dad"" ","""??????"" "
"H1415","<item>1) a river bank</item>       ","from an unused root (meaning to cut off);","heb","gaw-daw'","""g�d�h"" ","""??????"" "
"H1416","<item>1) a band,  troop,  marauding band</item><item>1a) marauding band,  raiding band</item><item>1b) troop,  band (of divisions of army)</item><item>1c) foray,  raid</item>       ","from <w lemma=""??????"" POS=""gaw-dad'"" src=""1413"" xlit=""g�dad""/>;","heb","ghed-ood'","""g?d�wd"" ","""???????"" "
